humidity,soil_moisture,t_inside,t_outside
36.2,36,19.6,14.19
36.3,36,19.6,14.19
36.3,36,19.6,14.19
36.3,36,19.6,14.19
36.2,36,19.6,14.19
36.1,36,19.6,14.12
36.1,36,19.6,14.19
35.9,36,19.6,14.12
36.2,36,19.6,14.19
36.2,36,19.7,14.12
36.2,36,19.7,14.12
36.2,36,19.7,14.12
36.1,36,19.7,14.12
36.1,36,19.7,14.12
36.3,36,19.7,14.12
36.4,36,19.7,14.06
36.4,36,19.7,14.06
36.2,36,19.7,14.06
36,36,19.7,14.12
35.7,36,19.7,14.12
35.9,36,19.7,14.06
35.9,36,19.7,14.06
36.1,36,19.7,14.12
36.4,36,19.7,14.19
36.2,36,19.7,14.19
36.3,36,19.7,14.19
36.3,36,19.7,14.19
36.3,36,19.7,14.19
36.4,36,19.7,14.12
36.4,36,19.7,14.19
36.3,36,19.7,14.12
36.3,36,19.7,14.19
36.5,36,19.7,14.12
36.5,36,19.7,14.19
36.5,36,19.7,14.12
36.4,36,19.7,14.19
36.4,36,19.7,14.12
36.4,36,19.6,14.12
36.3,36,19.6,14.19
36.4,36,19.6,14.19
36.4,36,19.6,14.19
36.2,36,19.6,14.19
36.1,36,19.6,14.19
35.9,36,19.6,14.25
35.8,36,19.6,14.25
35.9,36,19.6,14.19
36,36,19.6,14.19
36.2,36,19.6,14.19
36.4,36,19.6,14.19
36.3,36,19.5,14.25
36.4,36,19.5,14.25
36.3,36,19.5,14.19
36.4,36,19.5,14.25
36.2,36,19.5,14.19
36.2,36,19.5,14.19
36.4,36,19.5,14.25
36.5,36,19.6,14.19
36.5,36,19.6,14.25
36.4,36,19.6,14.19
36.3,36,19.6,14.25
36.1,36,19.6,14.19
36.2,36,19.6,14.19
36.3,36,19.6,14.19
36.2,36,19.6,14.19
36.4,36,19.6,14.19
36.3,36,19.6,14.19
36.2,36,19.6,14.19
36.3,36,19.6,14.19
36.3,36,19.6,14.19
35.9,36,19.6,14.12
35.9,36,19.6,14.12
35.9,36,19.6,14.19
36.2,36,19.6,14.19
36.2,36,19.6,14.19
36.2,36,19.6,14.12
36,36,19.6,14.12
36.1,36,19.6,14.19
36.2,36,19.6,14.12
36.2,36,19.6,14.12
36.4,36,19.6,14.12
36.3,36,19.6,14.12
36.4,36,19.6,14.12
36.4,36,19.6,14.12
36.2,36,19.6,14.19
36.1,36,19.6,14.19
36.1,36,19.6,14.19
36.1,36,19.5,14.19
35.9,36,19.5,14.12
35.9,36,19.5,14.19
35.9,36,19.5,14.12
36,36,19.5,14.12
36,36,19.5,14.06
36.1,36,19.5,14.12
36.1,36,19.5,14.06
36,36,19.5,14.12
35.9,36,19.5,14.06
36.1,36,19.5,14.12
36.1,36,19.5,14.12
35.9,36,19.5,14.12
35.9,36,19.5,14.19
36.1,36,19.5,14.19
36.1,36,19.5,14.19
36,36,19.5,14.12
35.9,36,19.5,14.19
35.9,36,19.5,14.19
35.8,36,19.5,14.19
36,36,19.5,14.19
36.1,36,19.5,14.19
36.3,36,19.5,14.25
36.2,36,19.5,14.19
35.9,36,19.5,14.25
36,36,19.5,14.25
36.1,36,19.5,14.25
35.9,36,19.5,14.19
35.8,36,19.5,14.25
35.8,36,19.5,14.25
36,36,19.5,14.19
35.8,36,19.5,14.25
36.1,36,19.5,14.19
36.1,36,19.5,14.25
36.1,36,19.5,14.25
36.2,36,19.5,14.25
36.1,36,19.5,14.19
35.9,36,19.5,14.19
36.1,36,19.5,14.19
36,36,19.5,14.19
36,36,19.5,14.12
36,36,19.5,14.19
36.1,36,19.5,14.12
36,36,19.5,14.12
35.9,36,19.5,14.19
35.7,36,19.5,14.19
35.9,36,19.5,14.19
36,36,19.5,14.19
36,36,19.5,14.19
36.1,36,19.5,14.19
35.9,36,19.5,14.25
36.1,36,19.5,14.19
36,36,19.5,14.19
35.9,36,19.5,14.19
36,36,19.5,14.19
36.1,36,19.6,14.25
36.1,36,19.5,14.19
36,36,19.5,14.25
36,36,19.5,14.25
35.6,36,19.6,14.25
35.6,36,19.6,14.25
35.6,36,19.6,14.19
35.9,36,19.6,14.19
35.9,36,19.6,14.12
35.7,36,19.6,14.19
35.8,36,19.6,14.12
35.9,36,19.7,14.19
36,36,19.6,14.19
36.1,36,19.6,14.19
36.4,36,19.6,14.12
36.3,36,19.6,14.19
36.2,36,19.6,14.19
36,36,19.6,14.19
36.2,36,19.6,14.12
36.1,36,19.6,14.12
35.9,36,19.6,14.12
36.2,36,19.6,14.12
36.2,36,19.6,14.12
36,36,19.6,14.19
36,36,19.5,14.19
35.9,36,19.5,14.19
36.1,36,19.5,14.19
36.3,36,19.5,14.19
36.1,36,19.5,14.19
36,36,19.5,14.19
36,36,19.5,14.19
35.8,36,19.5,14.12
35.9,36,19.5,14.19
36.1,36,19.5,14.12
36.3,36,19.5,14.19
36.2,36,19.5,14.12
36.1,36,19.6,14.19
36,36,19.5,14.12
35.9,36,19.5,14.12
36.3,36,19.5,14.19
36.4,36,19.5,14.12
36.3,36,19.4,14.12
36.4,36,19.5,14.19
36.1,36,19.5,14.19
36.1,36,19.5,14.12
36.2,36,19.5,14.12
36.3,36,19.5,14.12
36.1,36,19.5,14.12
36.3,36,19.5,14.12
36.5,36,19.5,14.06
36.6,36,19.5,14.12
36.4,36,19.5,14.12
36.4,36,19.5,14.06
36.4,36,19.6,14.19
36.4,36,19.5,14.19
36.4,36,19.5,14.19
36.1,36,19.6,14.19
35.9,36,19.6,14.19
36,36,19.6,14.12
35.9,36,19.6,14.19
35.8,36,19.6,14.12
35.7,36,19.6,14.12
35.9,36,19.6,14.12
35.8,36,19.6,14.12
35.7,36,19.6,14.06
35.6,36,19.6,14.12
35.7,36,19.6,14.12
35.8,36,19.6,14.06
36,36,19.6,14.06
36.1,36,19.5,14.06
36.2,36,19.6,14
36.1,36,19.5,14.06
35.9,36,19.5,14
36,36,19.6,14
36,36,19.6,13.94
36,36,19.6,14
36,36,19.5,14
35.8,36,19.5,14
36,36,19.5,14
36.3,36,19.5,14
36.2,36,19.5,14
36.1,36,19.5,14
36.3,36,19.5,14
36.2,36,19.5,14
36.2,36,19.5,14.06
36,36,19.5,14.06
36.1,36,19.5,14.06
36.1,36,19.5,14.06
36.1,36,19.5,14.12
35.9,36,19.5,14.06
36,36,19.5,14.12
35.9,36,19.5,14.12
36,36,19.5,14.12
35.8,36,19.5,14.06
35.7,36,19.5,14.06
35.9,36,19.4,14.06
36,36,19.4,14.12
36,36,19.4,14.06
36.1,36,19.4,14.06
36.1,36,19.4,14.06
36.1,36,19.4,14.06
35.9,36,19.4,14.06
36,36,19.4,14.12
35.9,36,19.4,14.06
35.9,36,19.4,14.06
35.8,36,19.4,14.06
35.7,36,19.4,14.06
35.9,36,19.4,14.06
35.9,36,19.4,14.12
35.8,36,19.4,14.12
36.1,36,19.4,14.12
36.2,36,19.4,14.12
36,36,19.4,14.19
35.9,36,19.4,14.19
35.9,36,19.4,14.19
36,36,19.4,14.19
36.2,36,19.4,14.19
36.4,36,19.4,14.19
36.1,36,19.4,14.19
36.2,36,19.4,14.19
36.1,36,19.4,14.19
35.9,36,19.4,14.19
35.8,36,19.4,14.19
35.9,36,19.4,14.19
36,36,19.4,14.19
36.2,36,19.4,14.19
36.2,36,19.3,14.19
36.2,36,19.3,14.25
36.2,36,19.3,14.25
36.3,36,19.4,14.19
36.4,36,19.4,14.19
36.2,36,19.4,14.25
36.2,36,19.4,14.19
35.7,36,19.4,14.25
35.9,36,19.4,14.25
35.8,36,19.4,14.19
35.8,36,19.4,14.25
35.9,36,19.4,14.25
35.9,36,19.4,14.19
35.9,36,19.4,14.19
35.7,36,19.4,14.19
35.7,36,19.4,14.19
36,36,19.4,14.19
36,36,19.3,14.19
36,36,19.4,14.19
35.8,36,19.3,14.19
35.9,36,19.4,14.19
35.8,36,19.4,14.19
35.8,36,19.4,14.19
35.8,36,19.4,14.25
35.7,36,19.4,14.19
35.6,36,19.4,14.19
35.8,36,19.4,14.12
35.7,36,19.4,14.12
35.6,36,19.4,14.12
35.9,36,19.3,14.19
35.9,36,19.3,14.12
35.8,36,19.3,14.12
36.1,36,19.3,14.06
36.3,36,19.3,14.12
36.2,36,19.3,14.12
36,36,19.3,14.06
36.1,36,19.3,14.12
36.2,36,19.3,14.06
36.4,36,19.3,14.06
36.2,36,19.3,14.06
36,36,19.3,14.12
35.8,36,19.3,14.06
35.9,36,19.3,14.06
36.2,36,19.3,14.06
36.2,36,19.3,14.06
36,36,19.3,14.06
36,36,19.3,14.06
35.8,36,19.3,14
35.9,36,19.3,14.06
35.7,36,19.3,14
35.8,36,19.3,14
36,36,19.3,14
35.9,36,19.3,14
35.8,36,19.3,14
35.7,36,19.3,14.06
35.7,36,19.3,14
35.8,36,19.3,14
35.9,36,19.2,14.06
35.8,36,19.3,14.06
35.7,36,19.3,14.06
35.8,36,19.3,14.12
35.8,36,19.3,14.12
35.7,36,19.3,14.19
35.9,36,19.3,14.19
35.8,36,19.3,14.12
35.9,36,19.3,14.19
35.8,36,19.3,14.12
35.7,36,19.3,14.19
35.5,36,19.3,14.19
35.6,36,19.3,14.19
35.6,36,19.4,14.12
35.7,36,19.4,14.12
35.7,36,19.4,14.19
35.8,36,19.4,14.12
35.8,36,19.4,14.12
35.9,36,19.3,14.19
35.8,36,19.3,14.12
35.9,36,19.3,14.19
35.9,36,19.3,14.19
36,36,19.3,14.19
35.9,36,19.3,14.25
35.8,36,19.3,14.25
35.8,36,19.2,14.25
35.8,36,19.2,14.19
35.8,36,19.3,14.19
36,36,19.3,14.19
35.9,36,19.3,14.25
35.7,36,19.3,14.19
35.8,36,19.3,14.25
35.9,36,19.4,14.25
35.9,36,19.4,14.19
36,36,19.4,14.19
36,36,19.4,14.19
35.9,36,19.4,14.25
35.8,36,19.4,14.25
35.6,36,19.4,14.25
35.6,36,19.4,14.31
35.5,36,19.4,14.25
35.7,36,19.3,14.25
35.7,36,19.3,14.25
35.6,36,19.3,14.31
35.5,36,19.3,14.31
35.6,36,19.4,14.31
35.7,36,19.4,14.31
35.5,36,19.4,14.31
35.8,36,19.3,14.25
36.1,36,19.3,14.25
36.2,36,19.4,14.19
35.8,36,19.3,14.25
35.9,36,19.3,14.25
35.7,36,19.3,14.25
35.7,36,19.3,14.25
35.8,36,19.3,14.19
35.7,36,19.3,14.19
35.7,36,19.3,14.25
35.7,36,19.3,14.25
35.6,36,19.3,14.25
35.9,36,19.3,14.25
35.8,36,19.3,14.31
35.7,36,19.3,14.31
35.7,36,19.3,14.25
35.6,36,19.3,14.25
35.8,36,19.3,14.25
35.9,36,19.3,14.25
35.8,36,19.3,14.25
35.9,36,19.3,14.25
36,36,19.3,14.25
36.2,36,19.3,14.25
36,36,19.3,14.25
36,36,19.3,14.25
35.9,36,19.3,14.31
35.8,36,19.3,14.31
35.9,36,19.3,14.31
36,36,19.3,14.31
35.8,36,19.3,14.31
35.5,36,19.3,14.31
35.7,36,19.3,14.25
35.7,36,19.3,14.25
35.6,36,19.3,14.25
35.6,36,19.3,14.25
35.4,36,19.3,14.25
35.7,36,19.3,14.25
35.8,36,19.3,14.25
36,36,19.3,14.25
35.8,36,19.3,14.25
35.5,36,19.3,14.19
35.4,36,19.3,14.25
35.3,36,19.3,14.19
35.4,36,19.3,14.12
35.6,36,19.3,14.12
35.7,36,19.3,14.19
35.5,36,19.3,14.25
35.5,36,19.3,14.25
35.6,36,19.3,14.31
35.6,36,19.3,14.31
35.7,36,19.3,14.31
35.7,36,19.3,14.31
35.5,36,19.3,14.31
35.5,36,19.3,14.31
35.4,36,19.3,14.25
35.5,36,19.3,14.25
35.7,36,19.3,14.31
35.7,36,19.3,14.31
35.7,36,19.3,14.31
35.8,36,19.3,14.31
36,36,19.3,14.31
36,36,19.3,14.31
35.8,36,19.3,14.31
35.9,36,19.3,14.25
36,36,19.3,14.31
35.9,36,19.3,14.37
35.8,36,19.3,14.37
35.8,36,19.2,14.31
35.7,36,19.2,14.31
35.8,36,19.3,14.31
35.8,36,19.2,14.25
35.9,36,19.3,14.31
35.9,36,19.3,14.25
35.9,36,19.3,14.25
35.5,36,19.3,14.31
35.6,36,19.3,14.31
35.7,36,19.2,14.25
35.6,36,19.3,14.25
35.7,36,19.2,14.25
35.5,36,19.3,14.31
35.6,36,19.2,14.25
35.6,36,19.2,14.31
35.5,36,19.2,14.31
35.5,36,19.2,14.31
35.4,36,19.2,14.31
35.8,36,19.1,14.31
35.5,36,19.1,14.31
35.6,36,19.1,14.25
35.7,36,19.1,14.25
35.8,36,19.1,14.25
35.8,36,19.1,14.25
35.9,36,19.1,14.19
36,36,19.1,14.19
35.9,36,19.1,14.19
35.8,36,19.1,14.31
35.8,36,19.1,14.31
35.9,36,19.1,14.31
36.1,36,19.1,14.31
36.1,36,19.1,14.44
36.1,36,19.1,14.44
36,36,19.1,14.37
36.2,36,19.1,14.37
36.5,36,19.1,14.37
36.4,36,19.1,14.37
36.3,36,19.1,14.37
36.2,36,19.1,14.37
35.9,36,19.1,14.44
36,36,19.2,14.37
35.9,36,19.1,14.37
35.9,36,19.2,14.31
35.8,36,19.2,14.31
35.9,36,19.2,14.31
35.9,36,19.2,14.31
35.6,36,19.2,14.31
35.6,36,19.2,14.31
35.8,36,19.2,14.31
36,36,19.2,14.31
36,36,19.2,14.31
36,36,19.2,14.37
35.9,36,19.2,14.31
35.7,36,19.2,14.31
35.9,36,19.1,14.31
35.8,36,19.2,14.31
35.8,36,19.2,14.37
35.8,36,19.2,14.37
36,36,19.2,14.31
36,36,19.3,14.31
35.7,36,19.2,14.37
35.8,36,19.2,14.37
35.7,36,19.2,14.37
36,36,19.2,14.37
35.8,36,19.2,14.31
35.7,36,19.2,14.25
35.7,36,19.2,14.31
35.7,36,19.2,14.25
36,36,19.2,14.25
35.9,36,19.2,14.25
35.9,36,19.2,14.25
35.9,36,19.2,14.25
35.7,36,19.2,14.25
35.6,36,19.2,14.25
35.4,36,19.2,14.25
35.6,36,19.2,14.19
35.8,36,19.2,14.19
35.7,36,19.2,14.19
35.7,36,19.2,14.31
35.8,36,19.2,14.25
36.1,36,19.2,14.25
36.1,36,19.2,14.31
35.8,36,19.2,14.31
35.6,36,19.2,14.37
35.5,36,19.2,14.37
35.7,36,19.2,14.37
35.6,36,19.2,14.44
35.7,36,19.2,14.37
35.6,36,19.2,14.44
35.8,36,19.2,14.44
35.5,36,19.2,14.44
35.7,36,19.2,14.44
35.7,36,19.2,14.44
35.7,36,19.2,14.37
35.4,36,19.2,14.37
35.4,36,19.2,14.37
35.3,36,19.2,14.37
35.3,36,19.3,14.31
35.4,36,19.3,14.37
35.3,36,19.2,14.37
35.4,36,19.3,14.31
35.5,36,19.3,14.37
35.7,36,19.2,14.31
35.6,36,19.3,14.37
35.4,36,19.2,14.31
35.4,36,19.2,14.31
35.5,36,19.2,14.37
35.5,36,19.2,14.31
35.4,36,19.2,14.31
35.2,36,19.2,14.25
35.3,36,19.2,14.31
35.3,36,19.2,14.25
35.5,36,19.2,14.31
35.7,36,19.2,14.25
35.6,36,19.2,14.31
35.7,36,19.1,14.31
35.4,36,19.1,14.25
35.3,36,19.2,14.25
35.4,36,19.2,14.25
35.4,36,19.2,14.25
35.5,36,19.2,14.31
35.8,36,19.2,14.31
35.9,36,19.2,14.31
36,36,19.2,14.37
36,36,19.1,14.37
35.8,36,19.2,14.31
35.7,36,19.2,14.31
35.5,36,19.2,14.37
35.5,36,19.2,14.31
35.5,36,19.1,14.37
35.5,36,19.2,14.37
35.5,36,19.2,14.37
35.7,36,19.2,14.37
35.6,36,19.1,14.37
35.6,36,19.1,14.44
35.7,36,19.1,14.44
35.6,36,19.2,14.37
35.6,36,19.2,14.37
35.8,36,19.2,14.37
35.8,36,19.2,14.37
35.9,36,19.2,14.37
36,36,19.2,14.37
35.8,36,19.2,14.37
35.6,36,19.2,14.31
35.7,36,19.2,14.37
35.7,36,19.2,14.31
35.8,36,19.2,14.31
35.8,36,19.2,14.25
35.6,36,19.2,14.31
35.7,36,19.1,14.25
35.6,36,19.1,14.25
35.7,36,19.1,14.25
35.9,36,19.1,14.25
35.8,36,19.1,14.25
35.8,36,19.1,14.25
35.4,36,19.1,14.31
35.3,36,19.1,14.31
35.2,36,19.1,14.31
35.2,36,19.1,14.31
35.2,36,19.1,14.31
35,36,19.1,14.31
34.9,36,19.1,14.31
35.2,36,19.1,14.31
35.4,36,19.1,14.31
35.6,36,19.2,14.31
35.5,36,19.2,14.31
35.6,36,19.2,14.31
35.6,36,19.2,14.31
35.8,36,19.2,14.25
35.8,36,19.2,14.25
36,36,19.2,14.31
35.9,36,19.2,14.25
35.8,36,19.2,14.25
35.7,36,19.2,14.25
35.6,36,19.2,14.25
35.5,36,19.2,14.19
35.3,36,19.1,14.19
35.3,36,19.1,14.19
35.2,36,19.1,14.19
35,36,19.1,14.25
34.9,36,19.1,14.25
35,36,19.1,14.25
35.3,36,19.1,14.25
35.5,36,19.1,14.25
35.5,36,19.1,14.25
35.4,36,19.1,14.19
35.4,36,19.1,14.19
35.2,36,19.1,14.12
35.3,36,19.1,14.19
35.3,36,19.1,14.19
35.4,36,19.1,14.25
35.4,36,19.1,14.31
35.4,36,19.1,14.37
35.3,36,19.1,14.37
35.2,36,19.1,14.37
35.2,36,19.1,14.44
35.2,36,19.1,14.37
35.4,36,19.1,14.44
35.6,36,19.1,14.44
35.5,36,19.1,14.37
35.5,36,19.1,14.44
35.5,36,19.1,14.44
35.6,36,19.2,14.44
35.5,36,19.1,14.44
35.5,36,19.1,14.44
35.5,36,19.1,14.44
35.5,36,19.1,14.44
35.4,36,19.1,14.37
35.3,36,19.1,14.44
35.2,36,19.1,14.44
35.1,36,19.1,14.44
35.2,36,19.1,14.44
35.3,36,19.1,14.44
35.3,36,19.1,14.44
35.4,36,19.1,14.44
35.4,36,19.1,14.5
35.3,36,19.1,14.5
35.4,36,19.1,14.44
35.4,36,19.1,14.44
35.5,36,19.1,14.44
35.7,36,19.1,14.25
35.5,36,19.1,14.31
35.4,36,19.2,14.37
35.5,36,19.1,14.56
35.6,36,19.2,14.62
35.4,36,19.1,14.62
35.3,36,19.2,14.56
35.3,36,19.2,14.5
35.3,36,19.2,14.56
35.3,36,19.2,14.5
35.2,36,19.2,14.5
35.3,36,19.2,14.44
35.3,36,19.2,14.5
35.1,36,19.1,14.44
35.3,36,19.2,14.5
35.2,36,19.2,14.5
35.3,36,19.2,14.56
35,36,19.2,14.5
35.3,36,19.2,14.5
35.3,36,19.2,14.5
35.3,36,19.2,14.5
35.3,36,19.2,14.44
35.3,36,19.2,14.5
35.2,36,19.2,14.44
35,36,19.2,14.44
35.2,36,19.2,14.44
35.3,36,19.2,14.44
35.2,36,19.2,14.44
35.3,36,19.2,14.44
35.1,36,19.1,14.44
35.3,36,19.1,14.44
35.3,36,19.1,14.5
35.2,36,19.1,14.5
35,36,19.1,14.56
34.9,36,19.1,14.56
35.2,36,19.1,14.56
35.4,36,19.1,14.5
35.4,36,19.1,14.5
35.4,36,19.1,14.5
35.2,36,19.1,14.5
35.1,36,19.1,14.5
35.2,36,19.1,14.5
35,36,19.1,14.5
34.7,36,19.1,14.5
35,36,19.1,14.56
35.1,36,19.1,14.5
35.1,36,19.1,14.44
34.8,36,19.1,14.5
34.9,36,19.1,14.44
34.7,36,19.1,14.5
34.8,36,19.1,14.44
34.8,36,19,14.44
34.9,36,19,14.5
34.7,36,19,14.44
34.9,36,19,14.5
35,36,19,14.5
35.2,36,19,14.44
35.2,36,19,14.44
35,36,19,14.44
35.2,36,19,14.44
35.5,36,19,14.44
35.3,36,19,14.37
35.3,36,19,14.44
35.1,36,19,14.37
35.1,36,19,14.37
35,36,19,14.37
35.1,36,19,14.37
35.1,36,19,14.37
35.2,36,19,14.37
35.2,36,19,14.37
35.2,36,19,14.31
35.3,36,19,14.31
35.4,36,19,14.37
35.5,36,19,14.31
35.4,36,19,14.31
35.3,36,19,14.31
35.3,36,19,14.31
35.4,36,19,14.31
35.3,36,19,14.31
35.2,36,19,14.31
35.3,36,19.1,14.25
35.3,36,19.1,14.31
35.2,36,19.1,14.31
35,36,19.1,14.31
35,36,19.1,14.31
34.8,36,19.1,14.31
34.9,36,19.1,14.31
34.9,36,19.1,14.31
35.1,36,19,14.25
35.2,36,19,14.25
35.1,36,19,14.31
35.3,36,19,14.25
35.2,36,19,14.25
35.1,36,19,14.25
34.9,36,19,14.25
35,36,19,14.31
34.9,36,19,14.25
34.9,36,19,14.25
34.9,36,19.1,14.25
35,36,19.1,14.25
35.1,36,19.1,14.31
35.3,36,19.1,14.31
35.3,36,19,14.31
35,36,19,14.31
35,36,19,14.31
35.1,36,19,14.31
35.1,36,19,14.31
34.8,36,19,14.31
34.8,36,19,14.31
34.9,36,19,14.37
34.9,36,19,14.31
34.9,36,19,14.31
34.8,36,19,14.31
34.8,36,19,14.31
35,36,19,14.31
35,36,19,14.31
35,36,19,14.31
35,36,19,14.31
35,36,19,14.31
34.8,36,19,14.31
34.7,36,19,14.31
34.7,36,19,14.44
34.9,36,19,14.44
34.9,36,19,14.44
35.2,36,19,14.44
34.9,36,19,14.44
34.9,36,19,14.5
34.9,36,19,14.5
34.9,36,19,17.62
34.9,36,19,17.62
34.9,36,19,17.56
34.9,36,19,17.62
35,36,19,17.56
34.8,36,19,17.56
34.8,36,19,17.5
34.7,36,19,17.5
34.5,36,19,17.44
34.6,36,19,17.37
34.5,36,19,17.31
34.6,36,19,17.31
34.8,36,19,17.25
34.5,36,19,17.19
34.7,36,19,17.19
34.6,36,19,17.12
34.6,36,19,17.12
34.6,36,19,17.12
34.7,36,19,17.25
34.7,36,19,17.31
34.6,36,19,17.31
34.6,36,19,17.31
34.6,36,19,17.31
34.8,36,19,17.37
34.8,36,19,17.37
34.8,36,19,17.44
34.8,36,19,17.44
34.5,36,19,17.44
34.6,36,19,17.37
34.5,36,19,17.37
34.7,36,19,17.37
34.8,36,19,17.37
34.7,36,19,17.31
34.7,36,19,17.37
34.6,36,19,17.37
34.8,36,19,17.37
34.8,36,19,17.31
34.6,36,19,17.37
34.5,36,19,17.31
34.6,36,19,17.37
34.7,36,19,17.37
34.7,36,19.1,17.37
34.8,36,19.1,17.37
34.7,36,19.1,17.44
34.8,36,19.1,17.37
34.7,36,19,17.31
34.7,36,19,17.25
34.7,36,19,17.25
34.9,36,19,17.19
34.8,36,19,17.19
34.7,36,19,17.19
34.5,36,19,17.19
34.4,36,19,17.19
34.4,36,19,17.12
34.3,36,18.9,17.12
34.5,36,18.9,17.12
34.7,36,18.9,17.12
34.5,36,18.9,17.12
34.6,36,18.9,17.19
34.7,36,18.9,17.12
34.8,36,18.9,17.19
34.8,36,19,17.25
34.8,36,19,17.12
34.7,36,19,17.12
34.9,36,19,17.06
34.8,36,19,17.06
34.7,36,19,17.06
34.8,36,19,17
34.8,36,19,17
34.8,36,18.9,17.06
34.8,36,18.9,17.06
34.9,36,19,17.12
34.6,36,19,17.12
34.9,36,18.9,17.12
35,36,18.9,17.12
34.9,36,18.9,17.12
34.6,36,18.9,17.12
34.4,36,18.9,17.12
34.3,36,18.9,17.19
34.3,36,18.9,17.19
34.6,36,18.9,17.19
34.3,36,19,17.19
34.2,36,19,17.19
34.3,36,19,17.19
34.5,36,19,17.19
34.7,36,19,17.19
34.9,36,19.1,17.25
34.8,36,19.1,17.19
34.5,36,19.1,17.19
34.4,36,19.1,17.19
34.4,36,19.1,17.25
34.5,36,19.1,17.31
34.8,36,19.1,17.25
34.9,36,19.1,17.31
34.7,36,19.1,17.37
34.3,36,19,17.44
34.4,36,19,17.56
34.4,36,19,17.75
34.4,36,19,17.81
34.4,36,19,17.94
34.3,36,19,18
34.5,36,19,18
34.6,36,18.9,18
34.5,36,18.9,18.06
34.7,36,18.9,18.13
34.9,36,18.9,18.31
35,36,19,18.38
34.7,36,19,18.38
34.7,36,19,18.38
34.4,36,19,18.38
34.5,36,19,18.44
34.6,36,19,17.31
34.6,36,19,17.31
34.5,36,19,17.31
34.3,36,19,17.31
34.2,36,19,17.25
34.2,36,19,17.31
34.5,36,19,17.31
34.5,36,19,17.25
34.6,36,19,17.25
34.7,36,19,17.25
34.7,36,19,17.25
34.6,36,19,17.25
34.6,36,19,17.25
34.4,36,19,17.19
34.5,36,19,17.19
34.5,36,19,17.19
34.6,36,19,17.12
34.5,36,19,17.06
34.4,36,19,17.06
34.5,36,19,17
34.4,36,19,17.06
34.6,36,19,17.12
34.4,36,19,17.25
34.5,36,19.1,17.31
34.4,36,19,17.37
34.4,36,19.1,17.44
34.3,36,19,17.44
34.4,36,19,17.56
34.4,36,19,17.56
34.4,36,19,17.62
34.2,36,19,17.69
34.4,36,19,17.81
34.6,36,19,17.87
34.4,36,19,17.94
34.4,36,19,17.94
34.5,36,19,17.94
34.5,36,19,17.94
34.4,36,19,18
34.2,36,18.9,18
34.4,36,19,18
34.4,36,18.9,18
34.4,36,18.9,18.06
34.4,36,18.9,18
34.3,36,19,17.94
34.1,36,18.9,17.94
34.1,36,19,17.87
34.2,36,18.9,17.87
34.1,36,18.9,17.94
34.2,36,18.9,17.94
34.3,36,18.9,17.87
34.3,36,18.9,17.81
34.4,36,19,17.75
34.4,36,18.9,17.75
34.4,36,19,17.75
34.5,36,19,17.62
34.5,36,19,17.62
34.6,36,19,17.62
34.6,36,19,17.81
34.4,36,19,17.81
34.2,36,19.1,17.81
34.3,36,19.1,17.87
34.3,36,19,17.94
34.5,36,19,17.87
34.3,36,19,17.87
34.3,36,19,17.94
34.1,36,19,17.94
34.1,36,19,18.06
34.2,36,19,18.06
34.4,36,19,17.94
34.5,36,18.9,17.94
34.4,36,18.9,17.94
34.4,36,18.9,18
34.4,36,18.9,18.06
34.5,36,18.9,18.06
34.3,36,19,18.06
34.3,36,19,18.06
34.5,36,19,18.06
34.4,36,19,18.19
34.4,36,19,18.13
34.3,36,19,18.06
34.3,36,19,18
34.5,36,19,17.87
34.6,36,19,17.81
34.7,36,19,17.81
34.6,36,19,17.75
34.4,36,19,17.69
34.4,36,19,17.62
34.3,36,19,17.5
34.5,36,19,17.5
34.3,36,19,17.56
34.3,36,19,17.56
34.5,36,19,17.5
34.6,36,19,17.5
34.6,36,19,17.37
34.6,36,19,17.25
34.5,36,19,17.25
34.4,36,19,17.25
34.3,36,19,17.19
34.3,36,18.9,17.12
34.4,36,18.9,17.06
34.2,36,18.9,17.06
34.2,36,18.9,17
34,36,18.9,17
33.9,36,18.9,17
34.1,36,18.8,17
34.3,36,18.8,16.94
34.4,36,18.8,16.94
34.4,36,18.9,16.87
34.5,36,18.9,16.81
34.4,36,18.9,16.69
34.5,36,18.9,16.69
34.5,36,18.9,16.69
34.5,36,18.9,16.69
34.7,36,18.9,16.69
34.5,36,18.9,16.69
34.4,36,18.9,16.62
34.3,36,18.9,16.56
34.2,36,18.9,16.56
34.4,36,18.9,16.5
34.3,36,18.9,16.56
34.1,36,18.9,16.56
34.2,36,18.8,16.56
34.3,36,18.8,16.62
34.2,36,18.8,16.56
34.1,36,18.8,16.56
33.9,36,18.8,16.56
34.1,36,18.8,16.56
34.2,36,18.8,16.62
34.3,36,18.8,16.69
34.5,36,18.8,16.75
34.2,36,18.8,16.87
34.2,36,18.8,17
34.3,36,18.8,17
34.2,36,18.8,17
34.4,36,18.8,16.94
34.4,36,18.8,16.94
34.3,36,18.8,16.87
34.2,36,18.9,16.94
34.3,36,18.9,16.94
34.3,36,18.9,16.87
34.3,36,18.9,16.87
34.4,36,18.9,16.87
34.2,36,18.9,16.87
34.3,36,18.9,16.87
34.5,36,18.9,16.87
34.6,36,19,16.87
34.3,36,19,17
34.3,36,19,17.12
34.1,36,19,17.19
34.1,36,19,17.19
34.1,36,19,17.25
34.3,36,19,17.25
34.6,36,19,17.31
